id,название,иконка,редкость,цена,клеток,форма_бокс,форма,контейнер,слотов_внутри,только_крафт,в_магазине,класс,теги,кд_сек,стамина,урон_стат,защита_стат,хп_стат,гнёзда,золото_раунд,мин_раунд_магазин,типы_эффектов,типы_мета_эффектов,триггеры,механики_боя,механики_магазина,синергий,синергии,описание,подсказки_билда,оценка_силы,сила_на_клетку,цена_на_клетку,норма_сила_клетка_редкость,отклонение_от_нормы_редкости,отклонение_от_глоб_нормы
thorn_whip,Шипастый кнут,🪢🌵,epic,8,2,1×2,1×2 (2 кл.),нет,,нет,да,,weapon; melee; spikes; craft,2.3,2.5,6,0,0,2,0,,damage; gainStack; damagePerStack,,on_hit; passive,damage v=6 rng=4-9 | gainStack @on_hit v=1 stack=spikes | damagePerStack @passive v=1 stack=spikes,,2,weapon_near_armor strong →armor +blockBonus:1 | weapon_near_poison strong →poison +poisonBonus:1,При попадании: +1 шип. +1 урона за каждый шип.,,33.1,16.55,4,11.73,1.412,1.97
the_fool,Шут,🃏🤡,epic,1,2,2×1,2×1 (2 кл.),нет,,да,нет,,card; craft,3,0,0,0,0,0,0,,buffTimed; passiveLuck; gainStack,,passive; battle_start,buffTimed v=0.25 stat=damage | buffTimed v=0.3 stat=damage | passiveLuck @passive v=10 | gainStack @battle_start v=1 stack=luck,,0,,В начале боя: +1 удача.,,46.7,23.35,0.5,11.73,1.991,2.78
pestilence_flask,Ядовитое зелье,🧪☠️,epic,7,1,1×1,1×1,нет,,нет,да,,potion; poison; consumable; craft,3,0,0,0,0,0,0,,poison; onFoeHeal,,passive,poison v=3 | onFoeHeal @passive,,0,,Когда противник лечится: +3 яда ему и +1 себе.,,5.7,5.7,7,11.73,0.486,0.679
poison_goobert,Ядовитый губерт,🟢☠️,epic,12,1,1×1,1×1,нет,,да,нет,,pet; poison; craft,0,0,0,0,0,0,0,,activationThreshold,,passive,activationThreshold @passive,,0,,После 5 активаций: +9 HP и +4 яда.,,4.4,4.4,12,11.73,0.375,0.524
box_of_prosperity,Ящик процветания,📦,epic,5,4,2×2,2×2 (4 кл.),да,4,да,нет,,bag; treasure,0,,0,0,0,0,0,,,,,,,0,,"Рюкзак 4 слота, внутри 2+ Уникальный/Божественный — сколотый камень за раунд",Билд: экономика / камни · Крафт: Box of Riches + Maneki-neko / Hammer,0,0,1.25,11.73,0,0
pineapple,Ананас,🍍,legendary,6,1,1×1,1×1,нет,,нет,да,,food; nature,2.9,0,0,0,0,0,0,,periodic; cooldownMultPerTag,,passive,periodic @passive int=2.9 | cooldownMultPerTag @passive tags=food,,0,,Каждые 2.9с: +1 удача и +4 HP. Быстрее за еду.,,8.7,8.7,6,15.8,0.551,1.036
flawless_amethyst,Безупречный аметист,💠💜,legendary,8,1,1×1,1×1,нет,,да,нет,,gem; magic; craft,0,0,0,0,0,0,0,,statMult,,passive,statMult @passive v=0.1 stat=magicDamage,,1,magic_near_gem strong →gem +cooldownReduction:0.08,Безупречный аметист: Сокет оружия: Шанс снять баффы на попадание. Сокет аксессуара: +маны. Сокет брони: +магия сопротивление.,,2.5,2.5,8,15.8,0.158,0.298
flawless_emerald,Безупречный изумруд,💠💚,legendary,8,1,1×1,1×1,нет,,да,нет,,gem; poison; craft,3,0,0,0,0,0,0,,heal; passiveMaxHp,,passive,heal v=3 | passiveMaxHp @passive v=5,,0,,Безупречный изумруд: Сокет оружия: Лечение на попадание. Сокет аксессуара: +макс. ОЗ. Сокет брони: +реген.,,6.9,6.9,8,15.8,0.437,0.821
flawless_ruby,Безупречный рубин,💠❤️,legendary,8,1,1×1,1×1,нет,,да,нет,,gem; fire; craft,0,0,0,0,0,0,0,,groundFire; statMult,,passive,groundFire v=2 | statMult @passive v=0.06 stat=damage,,0,,Безупречный рубин: Сокет оружия: Шанс получить Жар на попадание. Сокет аксессуара: +урон. Сокет брони: Сопротивление Холоду.,,5.7,5.7,8,15.8,0.361,0.679
flawless_sapphire,Безупречный сапфир,💠💙,legendary,8,1,1×1,1×1,нет,,да,нет,,gem; cold; craft,3,0,0,0,0,0,0,,slow; statMult,,passive,slow v=0.1 | statMult @passive v=-0.05 stat=cooldown,,0,,Безупречный сапфир: Сокет оружия: Шанс наложить Холод на попадание. Сокет аксессуара: +удача. Сокет брони: +блок.,,5.9,5.9,8,15.8,0.373,0.702
flawless_topaz,Безупречный топаз,💠💛,legendary,8,1,1×1,1×1,нет,,да,нет,,gem; luck; craft,0,0,0,0,0,0,0,,statMult,,passive,statMult @passive v=-0.08 stat=cooldown,,0,,Безупречный топаз: Сокет оружия: Быстрее атаки. Сокет аксессуара: Предметы срабатывает быстрее. Сокет брони: +выносливости реген.,,4.2,4.2,8,15.8,0.266,0.5
fortunas_grace,Благодать Фортуны,🏹✨,legendary,10,2,1×2,1×2 (2 кл.),нет,,да,нет,,weapon; luck; ranged; craft,1.8,1.2,7,0,0,1,0,,statMult; damage; gainStack,,passive; battle_start,statMult @passive v=0.08 stat=damage | damage v=7 rng=6-9 | gainStack @battle_start v=5 stack=luck,,2,weapon_near_armor strong →armor +blockBonus:1 | weapon_near_poison strong →poison +poisonBonus:1,В начале боя: +5 удачи.,,51.3,25.65,5,15.8,1.623,3.054
war_hammer,Боевой молот,🔨,legendary,12,3,2×2,2×2 (3 кл.),нет,,нет,да,warrior,weapon,4.5,26,25,0,0,0,0,,damage; shieldBreakBonus,,passive,damage v=25 rng=20-25 | shieldBreakBonus @passive v=0.5,,2,weapon_near_armor strong →armor +blockBonus:1 | weapon_near_poison strong →poison +poisonBonus:1,,,49.1,16.37,4,15.8,1.036,1.949
vampiric_armor,Вампирская броня,🦺🩸,legendary,15,4,2×2,2×2 (4 кл.),нет,,да,нет,,armor; vampiric; craft,2.8,0,0,4,0,2,0,,passiveDefense; convertHp; gainStack; periodic,,passive; battle_start,passiveDefense @passive v=4 | convertHp @battle_start stack=regen | gainStack @battle_start v=4 stack=block | periodic @passive int=2.8,,0,,В начале боя: −50 HP → +100 регена и +4 блока. Каждые 2.8с: −10 HP → +20 регена.,,29.8,7.45,3.75,15.8,0.472,0.887
vampiric_potion,Вампирское зелье,🧪🩸,legendary,8,1,1×1,1×1,нет,,нет,да,,potion; consumable; vampiric,3,0,0,0,0,0,0,,buffTimed; lifesteal; mutualHpThreshold,,passive,buffTimed v=0.1 stat=damage | lifesteal @passive v=0.05 | mutualHpThreshold @passive | mutualHpThreshold @passive | mutualHpThreshold @passive,,0,,"Оба ниже 80% HP: +3 маны, 15 маг. урона с 100% вампиризмом.",,5.5,5.5,8,15.8,0.348,0.655
heroic_potion,Геройское зелье,🧪⚔️,legendary,6,1,1×1,1×1,нет,,нет,да,,potion; consumable; stamina,3,0,0,0,0,0,0,,buffTimed; zeroStamina,,passive,buffTimed v=0.2 stat=damage | zeroStamina @passive,,0,,При нулевой выносливости: +2 выносливости и +1 усиление.,,5.9,5.9,6,15.8,0.373,0.702
holo_fire_lizard,Голографическая огненная ящерица,🃏🦎,legendary,5,1,1×1,1×1,нет,,да,нет,,card; fire; pet; craft,3,0,0,0,0,0,0,,buffTimed; groundFire; statMult; cardScaledDamage; gainStack,,passive; battle_start,buffTimed v=0.25 stat=damage | groundFire v=2 | statMult @passive v=0.08 stat=damage | statMult @battle_start v=0.08 stat=magicDamage | cardScaledDamage @battle_start | gainStack @battle_start v=4 stack=heat,,0,,"При открытии: +8% маг. урона, 12 (+4/карта) маг. урона, +4 жара.",,23.2,23.2,5,15.8,1.468,2.762
smoke_bomb,Дымовая бомба,💨,legendary,10,2,1×2,1×2 (2 кл.),нет,,нет,да,rogue,poison,4.5,0,0,0,0,0,0,,dodgePeriodic; poison,,passive,dodgePeriodic @passive int=3 | poison v=2,,0,,,,3.4,1.7,5,15.8,0.108,0.202
serpent_staff,Змеиный посох,🪄🐍,legendary,17,2,1×2,1×2 (2 кл.),нет,,да,нет,rogue,weapon; poison; magic; dark; melee; craft,2,1,9,0,0,1,0,,damage; spendStack,,on_attack,damage v=9 rng=8-10 | spendStack @on_attack v=4 stack=mana,,3,weapon_near_armor strong →armor +blockBonus:1 | weapon_near_poison strong →poison +poisonBonus:1 | magic_near_gem strong →gem +cooldownReduction:0.08,При атаке: −4 маны → +2 урона и +1 яд (40% дубль).,,40.2,20.1,8.5,15.8,1.272,2.393
stone_armor,Каменная броня,🪨🦺,legendary,13,6,2×3,2×3 (6 кл.),нет,,да,нет,,armor; craft,4,0,0,4,0,2,0,,passiveDefense; statMult; gainStack; periodic,,passive; battle_start,passiveDefense @passive v=4 | statMult @passive v=0.08 stat=damage | gainStack @battle_start v=120 stack=block | periodic @passive int=4,,0,,В начале боя: +120 блока. Каждые 4с: снять 1 яд с себя и 2 с противника.,,322.4,53.73,2.17,15.8,3.401,6.396
stone_shoes,Каменные ботинки,👞🪨,legendary,12,2,1×2,1×2 (2 кл.),нет,,да,нет,,shoes; armor; craft,0,0,0,0,0,1,0,,passiveDefense; hpThreshold,,passive,passiveDefense @passive v=2 | hpThreshold @passive,,0,,"При HP ниже 70%: +1 удача, +45 блока, −35% маг. урона на 7с (раз).",,5.7,2.85,6,15.8,0.18,0.339
stone_helm,Каменный шлем,⛑️🪨,legendary,13,4,2×2,2×2 (4 кл.),нет,,да,нет,,armor; helmet; craft,0,0,0,0,0,1,0,,statMult; gainStack; timedDamageReduction,,passive; battle_start,statMult @passive v=0.08 stat=damage | gainStack @battle_start v=35 stack=block | timedDamageReduction @battle_start v=0.25,,0,,В начале боя: Снизить получаемый урон на 25% на 5с и получить 35 блоков 30% шанс сопротивляться критические удары блока 40% шанс сопротивляться оглушениям блока,,93.9,23.48,3.25,15.8,1.486,2.795
shadow_blade,Клинок тени,🌑,legendary,15,2,1×2,1×2 (2 кл.),нет,,нет,да,rogue,weapon; poison,2,15,13,0,0,0,0,,damage; crit,,passive,damage v=13 rng=8-13 | crit @passive ch=25%,,2,weapon_near_armor strong →armor +blockBonus:1 | weapon_near_poison strong →poison +poisonBonus:1,,,45.3,22.65,7.5,15.8,1.434,2.696
tusk_piercer,Клыковый пробойник,🦷🎯,legendary,10,2,1×2,1×2 (2 кл.),нет,,да,нет,,weapon; spikes; ranged; craft,1.8,1.2,10,0,0,1,0,,synergyHint; damage; gainStack; spendStack; damagePerStack,,passive; battle_start; on_hit,synergyHint @passive v=9 | damage v=10 rng=9-12 | gainStack @battle_start v=4 stack=spikes | spendStack @on_hit v=1 stack=spikes | damagePerStack @passive v=1 stack=spikes,,2,weapon_near_armor strong →armor +blockBonus:1 | weapon_near_poison strong →poison +poisonBonus:1,В начале боя: +4 шипа. При попадании: потратить 1 шип → +9 урона следующей атаке.,,63.3,31.65,5,15.8,2.003,3.768
royal_helmet,Королевский шлем,👑,legendary,10,2,1×2,1×2 (2 кл.),нет,,нет,да,warrior,armor,2.5,0,0,10,15,0,0,,passiveDefense; passiveMaxHp; block,,passive,passiveDefense @passive v=10 | passiveMaxHp @passive v=15 | block v=10,,1,royal_block_buff strong →weapon +grantBlockBuff:4,,,54.6,27.3,5,15.8,1.728,3.25
death_scythe,Коса смерти,☠️🌾,legendary,12,4,2×2,2×2 (4 кл.),нет,,да,нет,rogue,weapon; melee; poison; dark,1.4,1.5,8,0,0,3,0,,damage; stackThreshold,,passive,damage v=8 rng=6-10 | stackThreshold @passive stack=poison,,2,weapon_near_armor strong →armor +blockBonus:1 | weapon_near_poison strong →poison +poisonBonus:1,Когда у противника 25 яда: +65% крит (раз).,,55.7,13.93,3,15.8,0.882,1.658
blood_amulet,Кровавый амулет,📿,legendary,8,1,1×1,1×1,нет,,нет,да,,accessory; vampiric; craft,0,0,0,0,0,0,0,,passiveMaxHp; gainStack,,passive; battle_start,passiveMaxHp @passive v=20 | gainStack @battle_start v=2 stack=regen,,0,,В начале боя: +2 регена и +20 макс. HP.,,14,14,8,15.8,0.886,1.667
blood_goobert,Кровавый губерт,🔴,legendary,15,1,1×1,1×1,нет,,да,нет,,pet; vampiric; craft,0,0,0,0,0,0,0,,statMult; gainStack,,passive; battle_start,statMult @passive v=0.08 stat=damage | gainStack @battle_start v=5 stack=spikes,,0,,В начале боя: Получить 5 стаков После 6 активаций предметов: Нанести 10 маг. Урона с 100% вампиризмом. Даёт +1 за каждый стака,,17.1,17.1,15,15.8,1.082,2.036
bloody_dagger,Кровавый кинжал,🔪🩸,legendary,12,2,1×2,1×2 (2 кл.),нет,,да,нет,,weapon; melee; vampiric; craft,3.5,0,6,0,0,1,0,,damage; slow; gainStack; extraAttackOnStun; healPerTag,,on_hit; passive,damage v=6 rng=5-7 | slow v=0.18 | gainStack @on_hit v=1 stack=empower | extraAttackOnStun @passive | healPerTag @passive v=4 tag=vampiric,,3,migrated_heal_2_per_neighbor strong →vampiric +healBonus:2 | weapon_near_armor strong →armor +blockBonus:1 | weapon_near_poison strong →poison +poisonBonus:1,При попадании: +1 усиление. +4 лечения за вампирский предмет. Доп. атака при оглушении.,,29.8,14.9,6,15.8,0.943,1.774
magic_torch,Магический факел,✨,legendary,11,1,1×1,1×1,нет,,да,нет,,accessory; fire; magic; craft,3,0,0,0,0,1,0,,damage; staminaSpendOnHit,,on_hit,damage v=4 rng=3-6 | staminaSpendOnHit @on_hit,,1,magic_near_gem strong →gem +cooldownReduction:0.08,При попадании: −1 выносливости → +1 урона этому предмету и оружию.,,13.9,13.9,11,15.8,0.88,1.655
maneki_neko,Манэки-нэко,🐱,legendary,10,2,2×1,2×1 (2 кл.),нет,,нет,да,,accessory; luck; holy,0,0,0,0,0,0,0,,passiveDefense; passiveLuck; procChanceBonus,,passive,passiveDefense @passive v=3 | passiveLuck @passive v=15 | procChanceBonus @passive v=0.03 | passiveLuck @passive v=1,,0,,+1 удача и +3% к прокам.,,53.3,26.65,5,15.8,1.687,3.173
mrs_struggles,Миссис Страглз,😤,legendary,7,1,1×1,1×1,нет,,нет,да,,pet,4.7,0,0,0,0,0,0,,periodic; cooldownMultPerTag,,passive,periodic @passive int=4.7 | cooldownMultPerTag @passive tags=dark,,0,,Каждые 4.7с: снять по 1 стаку каждого типа у противника. На 10% быстрее за тёмный предмет.,,8.8,8.8,7,15.8,0.557,1.048
frostbite,Обморожение,🗡️❄️,legendary,11,2,1×2,1×2 (2 кл.),нет,,да,нет,,weapon; cold; vampiric; craft; melee,1.6,1,5,0,0,2,0,,damage; stackThreshold; damagePerStack,,passive,damage v=5 rng=4-7 | stackThreshold @passive stack=poison | damagePerStack @passive v=1 stack=poison,,2,weapon_near_armor strong →armor +blockBonus:1 | weapon_near_poison strong →poison +poisonBonus:1,+1 урона за яд у противника. Когда у противника 30 яда: +12 HP (раз).,,40,20,5.5,15.8,1.266,2.381
flame_whip,Огненный кнут,🔥🪢,legendary,10,2,1×2,1×2 (2 кл.),нет,,да,нет,,weapon; fire; spikes; melee; craft,2.3,2.5,8,0,0,2,0,,damage; spendStack,,on_attack,damage v=8 rng=6-10 | spendStack @on_attack v=1 stack=heat,,2,weapon_near_armor strong →armor +blockBonus:1 | weapon_near_poison strong →poison +poisonBonus:1,При атаке: −1 жар → +8 урона и +4 шипа.,,33.7,16.85,5,15.8,1.066,2.006
fire_staff,Огненный посох,🔥,legendary,12,3,2×2,2×2 (3 кл.),нет,,нет,да,mage,weapon; magic; fire,3,15,11,0,0,0,0,,damage; groundFire; shieldBreakBonus,,passive,damage v=11 rng=6-11 | groundFire @passive v=3 | shieldBreakBonus @passive v=0.15,,4,fire_gem_boost weak →gem +damageBonus:2 | weapon_near_armor strong →armor +blockBonus:1 | weapon_near_poison strong →poison +poisonBonus:1 | magic_near_gem strong →gem +cooldownReduction:0.08,,,30.2,10.07,4,15.8,0.637,1.199
staff_of_fire,Огненный посох,🪄🔥,legendary,18,2,1×2,1×2 (2 кл.),нет,,да,нет,,weapon; fire; magic; craft; melee,2,1.2,11,0,0,1,0,,damage; spendStack,,on_attack,damage v=11 rng=10-12 | spendStack @on_attack v=2 stack=mana,,3,weapon_near_armor strong →armor +blockBonus:1 | weapon_near_poison strong →poison +poisonBonus:1 | magic_near_gem strong →gem +cooldownReduction:0.08,При атаке: −2 маны и −2 жара → +6 урона.,,48.4,24.2,9,15.8,1.532,2.881
pandamonium,Пандемоний,🐼☠️,legendary,11,2,1×2,1×2 (2 кл.),нет,,да,нет,,weapon; poison; melee; dark; craft,2,0.8,10,0,0,2,0,,damage; poison; critPerFoeDebuff; damagePerTag,,on_hit; passive,damage v=10 rng=9-11 | poison @on_hit v=1 | critPerFoeDebuff @passive v=0.04 | damagePerTag @passive v=1 tag=food,,2,weapon_near_armor strong →armor +blockBonus:1 | weapon_near_poison strong →poison +poisonBonus:1,+1 урона за еду. +1 яд при попадании. +4% крит за дебафф противника.,,50.9,25.45,5.5,15.8,1.611,3.03
gloves_of_power,Перчатки силы,🧤💪,legendary,10,1,1×1,1×1,нет,,да,нет,,gloves; accessory; craft,3,0,0,0,0,0,0,,slow; statMult; gainStack,,passive; on_hit,slow v=0.12 | statMult @passive v=0.2 stat=damage | statMult @passive v=0.1 stat=cooldown | gainStack @on_hit v=7 stack=empower,,1,migrated_cooldown_20_ both →weapon+pet+food+potion+gem+magic+armor+shield+accessory +cooldownReduction:0.2,"+20% урона, −10% скорости. При попадании: +7 усиления.",,19.1,19.1,10,15.8,1.209,2.274
ripsaw_blade,Пила-раздиратор,🪚🩸,legendary,7,2,1×2,1×2 (2 кл.),нет,,нет,да,,weapon; spikes; melee,1.7,1.5,9,0,0,3,0,,damage; stealWeaponDamage,,on_hit,damage v=9 rng=8-10 | stealWeaponDamage @on_hit v=1,,2,weapon_near_armor strong →armor +blockBonus:1 | weapon_near_poison strong →poison +poisonBonus:1,При попадании: украсть 1 урона с оружия противника.,,54.6,27.3,3.5,15.8,1.728,3.25
snowmaster,Повелитель снега,❄️,legendary,9,1,1×1,1×1,нет,,нет,да,,accessory; cold,1.3,0,0,0,0,0,0,,slow; periodic; cooldownMultPerTag,,passive,slow v=0.12 | periodic @passive int=1.3 | cooldownMultPerTag @passive tags=cold,,0,,"Каждые 1.3с: холод (или себе, если у него <10). Снять 1 дебафф. Быстрее за холод.",,15.8,15.8,9,15.8,1,1.881
critwood_staff,Посох критического древа,🪄🌳,legendary,18,2,1×2,1×2 (2 кл.),нет,,да,нет,,weapon; magic; craft; melee,1.8,1,7,0,0,1,0,,damage; spendStack,,on_attack,damage v=7 rng=6-8 | spendStack @on_attack v=3 stack=mana,,3,weapon_near_armor strong →armor +blockBonus:1 | weapon_near_poison strong →poison +poisonBonus:1 | magic_near_gem strong →gem +cooldownReduction:0.08,При атаке: −3 маны → +7 урона и гарантированный крит 1.5с.,,35,17.5,9,15.8,1.108,2.083
potion_belt,Пояс зелий,🧷,legendary,5,4,4×1,4×1 (4 кл.),да,4,нет,да,,bag; accessory,0,,0,0,0,0,0,,,,,,,0,,+8% к прокам. После 4 зелий: снять 10 дебаффов.,Универсальный / автономный,0,0,1.25,15.8,0,0
burning_blade,Пылающий клинок,🔥⚔️,legendary,17,2,1×2,1×2 (2 кл.),нет,,да,нет,,weapon; fire; melee; craft,1.6,1.2,9,0,0,2,0,,damage; gainStack; stackThreshold,,on_hit; passive,damage v=9 rng=8-10 | gainStack @on_hit v=1 stack=heat | stackThreshold @passive stack=heat,,2,weapon_near_armor strong →armor +blockBonus:1 | weapon_near_poison strong →poison +poisonBonus:1,При попадании: +1 жар. При 6 жара: оружие +1 урона.,,55.9,27.95,8.5,15.8,1.769,3.327
ruby_egg,Рубиновое яйцо,🥚💎,legendary,10,1,1×1,1×1,нет,,нет,да,,pet,0,0,0,0,0,0,0,,statMult; gainStack,,passive; battle_start,statMult @passive v=0.08 stat=damage | gainStack @battle_start v=4 stack=spikes,,0,,В начале боя: Получить 4 стака Отражает 3 дебаффов стака Вылупляется после 2 раундов в ваш рюкзака.,,14,14,10,15.8,0.886,1.667
holy_armor,Святая броня,🦺✨,legendary,12,6,2×3,2×3 (6 кл.),нет,,нет,да,,armor; holy,2.2,0,0,4,0,3,0,,passiveDefense; gainStack; tagScaledStack; periodic,,passive; battle_start,passiveDefense @passive v=4 | gainStack @battle_start v=65 stack=block | tagScaledStack @battle_start stack=block tag=armor | periodic @passive int=2.2,,0,,В начале боя: +65 блока и +2 блока за каждый предмет брони. Каждые 2.2с: потратить 2 блока (очистка).,,183.9,30.65,2,15.8,1.94,3.649
strong_heroic_potion,Сильное геройское зелье,🧪💪,legendary,9,1,1×1,1×1,нет,,да,нет,,potion; consumable; craft,3,0,0,0,0,0,0,,buffTimed; zeroStamina,,passive,buffTimed v=0.2 stat=damage | zeroStamina @passive,,0,,При нулевой выносливости: +4 выносливости и +1 усиление.,,6.2,6.2,9,15.8,0.392,0.738
strong_stone_skin_potion,Сильное зелье каменной кожи,🧪🛡️,legendary,9,1,1×1,1×1,нет,,да,нет,,potion; consumable; craft,3,0,0,0,0,0,0,,buffTimed; stackThreshold,,passive,buffTimed v=0.15 stat=damage | stackThreshold @passive stack=block,,0,,При 45 блока: −15 HP → +35 регена и +2 усиления.,,8.9,8.9,9,15.8,0.563,1.06
strong_mana_potion,Сильное зелье маны,🧪✨,legendary,7,1,1×1,1×1,нет,,да,нет,,potion; consumable; magic; craft,3,0,0,0,0,0,0,,buffTimed; hpThreshold,,passive,buffTimed v=0.1 stat=damage | hpThreshold @passive,,1,magic_near_gem strong →gem +cooldownReduction:0.08,При HP ниже 50%: +9 маны и +25 макс. HP (раз).,,3.4,3.4,7,15.8,0.215,0.405
strong_pestilence_flask,Сильное ядовитое зелье,🧪💀,legendary,10,1,1×1,1×1,нет,,да,нет,,potion; consumable; poison; craft,3,0,0,0,0,0,0,,poison; buffTimed; onFoeHeal; periodic,,passive,poison v=8 | buffTimed v=0.1 stat=damage | onFoeHeal @passive | periodic @passive int=3.5,,0,,Когда противник лечится: +3 яда. Каждые 3.5с: +3 яда.,,21.7,21.7,10,15.8,1.373,2.583
snow_stick,Снежная палка,🪄❄️,legendary,8,2,1×2,1×2 (2 кл.),нет,,нет,да,,weapon; cold; melee,1.8,1,7,0,0,1,0,,damage; poison; selfPoison,,on_hit,damage v=7 rng=6-9 | poison @on_hit v=3 | selfPoison @on_hit v=2,,2,weapon_near_armor strong →armor +blockBonus:1 | weapon_near_poison strong →poison +poisonBonus:1,При попадании: +3 яда противнику и +2 себе.,,43.9,21.95,4,15.8,1.389,2.613
steel_goobert,Стальной губерт,⚙️,legendary,17,1,1×1,1×1,нет,,да,нет,,pet; melee; craft,0,0,0,0,0,0,0,,activationThreshold,,passive,activationThreshold @passive,,1,migrated_damage_2 strong →weapon +damageBonus:2,После 6 активаций: оружие +2 урона и +16 блока.,,5,5,17,15.8,0.316,0.595
mana_orb,Сфера маны,🔮,legendary,16,2,1×2,1×2 (2 кл.),нет,,нет,да,mage,magic; gem,2.4,0,7,0,0,0,0,,damage; repeatCast,,passive,damage v=7 rng=2-7 | repeatCast @passive,,1,magic_near_gem strong →gem +cooldownReduction:0.08,,,18.6,9.3,8,15.8,0.589,1.107
cheese,Сыр,🧀,legendary,8,1,1×1,1×1,нет,,нет,да,,food; pet,3.8,0,0,0,0,0,0,,heal; periodic,,passive,heal v=3 | periodic @passive int=3.8,,0,,Каждые 3.8с: +10 макс. HP и случайный бафф.,,9.1,9.1,8,15.8,0.576,1.083
belladonnas_shade,Тень белладонны,🏹☠️,legendary,11,2,1×2,1×2 (2 кл.),нет,,да,нет,,weapon; poison; ranged; craft,1.8,1,7,0,0,1,0,,damage; poison,,on_hit,damage v=7 rng=4-11 | poison @on_hit v=2 ch=70%,,2,weapon_near_armor strong →armor +blockBonus:1 | weapon_near_poison strong →poison +poisonBonus:1,При попадании: 70% шанс +2 яда.,,39.9,19.95,5.5,15.8,1.263,2.375
phoenix,Феникс,🔥🐦,legendary,10,2,2×1,2×1 (2 кл.),нет,,да,нет,mage,pet; craft,3,0,0,0,0,1,0,,damage; onActivate; revive,,passive,damage v=17 rng=15-20 | onActivate | revive @passive,,0,,При атаке: −10 HP. Перерождение с 6% HP.,,44.3,22.15,5,15.8,1.402,2.637
cap_of_discomfort,Шапка дискомфорта,🧢😣,legendary,14,2,1×2,1×2 (2 кл.),нет,,да,нет,,armor; helmet; dark; craft,0,0,0,0,0,1,0,,statMult; timedDamageReduction,,passive; battle_start,statMult @passive v=0.08 stat=damage | timedDamageReduction @battle_start v=0.25,,0,,В начале боя: −25% получаемого урона на 5с.,,6.5,3.25,7,15.8,0.206,0.387
belladonnas_whisper,Шёпот белладонны,🏹🌿,legendary,13,2,1×2,1×2 (2 кл.),нет,,да,нет,,weapon; poison; ranged; craft,1.8,1.2,12,0,0,1,0,,damage; poison; damagePerFoeDebuff,,on_hit; passive,damage v=12 rng=11-14 | poison @on_hit v=1 | damagePerFoeDebuff @passive v=0.5,,2,weapon_near_armor strong →armor +blockBonus:1 | weapon_near_poison strong →poison +poisonBonus:1,При попадании: +1 яд. +0.5 урона за дебафф противника.,,63.6,31.8,6.5,15.8,2.013,3.786
spiked_collar,Шипастый ошейник,⭕,legendary,6,1,1×1,1×1,нет,,да,нет,warrior,accessory; spikes; craft,0,0,0,0,0,0,0,,passiveDefense; gainStack,,passive; battle_start,passiveDefense @passive v=2 | gainStack @battle_start v=1 stack=spikes,,0,,В начале боя: +1 шип.,,5.5,5.5,6,15.8,0.348,0.655
shield_of_valor,Щит доблести,🛡️⭐,legendary,11,2,2×1,2×1 (2 кл.),нет,,нет,да,,shield; armor; craft; holy,0,0,0,0,0,2,0,,passiveDefense; shieldBlockMult; onDefend,,passive,passiveDefense @passive v=2 | shieldBlockMult @passive v=0.3 | onDefend @passive ch=30%,,0,,"Блок +30%. При блоке (30%): −14 урона, −0.7 выносливости.",,15.1,7.55,5.5,15.8,0.478,0.899
poison_spear,Ядовитое копьё,🔱☠️,legendary,13,3,1×3,1×3 (3 кл.),нет,,да,нет,,weapon; poison; melee; craft,1.5,1.5,11,0,0,1,0,,damage; breakBlockOnHit; poison; selfPoison,,on_hit,damage v=11 rng=9-14 | breakBlockOnHit @on_hit v=6 | poison @on_hit v=3 | selfPoison @on_hit v=2,,2,weapon_near_armor strong →armor +blockBonus:1 | weapon_near_poison strong →poison +poisonBonus:1,"При попадании: +3 яда, +2 себе, снять 6 блока.",,77.5,25.83,4.33,15.8,1.635,3.075
eggscalibur,Яйце-экскалибур,🥚,legendary,0,3,2×2,2×2 (3 кл.),нет,,да,нет,,weapon,3,23,18,0,0,0,0,,damage,,,damage v=18 rng=14-22,,2,weapon_near_armor strong →armor +blockBonus:1 | weapon_near_poison strong →poison +poisonBonus:1,,,51.2,17.07,0,15.8,1.08,2.032
amethyst_whelp,Аметистовый дракончик,🐉💜,godly,14,2,2×1,2×1 (2 кл.),нет,,да,нет,,pet; magic; craft,2,0,7,0,0,1,0,,statMult; damage; gainWeakestStack; stealRandomStack,,passive; battle_start; on_hit,statMult @passive v=0.08 stat=damage | damage v=7 rng=5-10 | gainWeakestStack @battle_start v=1 | stealRandomStack @on_hit v=1,,1,magic_near_gem strong →gem +cooldownReduction:0.08,В начале боя: +4 случайных стака. При попадании: украсть стак у противника.,,42.4,21.2,7,15.35,1.381,2.524
divine_potion,Божественное зелье,🧪✨,godly,7,1,1×1,1×1,нет,,нет,да,,potion; consumable; holy,3,0,0,0,0,0,0,,heal; debuffThreshold,,passive,heal v=12 | debuffThreshold @passive,,0,,При 10+ дебаффах: снять 10.,,16.7,16.7,7,15.35,1.088,1.988
vampiric_gloves,Вампирские перчатки,🧤🩸,godly,12,1,1×1,1×1,нет,,да,нет,,gloves; accessory; vampiric; craft,4,0,0,0,0,0,0,,lifesteal; periodic,,passive,lifesteal @passive v=0.05 | periodic @passive int=4,,0,,Через 4с: предметы на 35% быстрее.,,8.4,8.4,12,15.35,0.547,1
